consumer_segment,name_dob_verified,age,phone_number_verified,phone_number_tenure_months,email_verified,email_tenure_months,education_level,education_score,identity_matching,employment_type,employment_tenure_months,employment_changes_last_5yr,employment_history_score,monthly_income,income_cv,income_trend,monthly_income_stability,income_source_verified,income_source_type,income_source_verification,p2p_upi_transaction_count,p2p_upi_regularity_score,regular_p2p_upi_transactions,avg_account_balance,account_balance_trend,total_monthly_outflow,monthly_outflow_burden,survivability_months,income_retention_ratio,expense_rigidity,inflow_consistency_cv,inflow_time_consistency,monthly_upi_amount,total_emi,emi_to_monthly_upi_amount,total_financial_assets,liquid_assets,investments,has_insurance,insurance_count,insurance_coverage,emi_to_income_ratio,monthly_rent,rent_to_income_ratio,monthly_utility,utility_to_income_ratio,insurance_payment_ontime_ratio,insurance_payment_discipline,spending_personality,spending_personality_score,impulse_purchase_ratio,budget_adherence,spending_discipline_index,bill_payment_ontime_ratio,bill_payment_delays_count,bill_payment_discipline,late_night_transaction_ratio,late_night_payment_behaviour,utility_payment_ontime_ratio,utility_payment_consistency,risk_appetite,risk_appetite_score,location_type,pin_code_risk_score,statement_tampering_detected,transaction_pattern_anomaly,bank_statement_manipulation,digital_footprint_age_days,cross_platform_consistency,device_fingerprint_changes,synthetic_id_risk,default_90dpd,default_probability_true,application_date
good_consumer,1,34,1,34.62381200420451,1,69.45040911911401,phd,1.0,0.8695401638418121,salaried_government,43.99086901140948,3.0,0.5273312311130642,33285.431971417616,0.14718853003745955,0.15454564240930432,0.7366962733457286,1.0,freelance,0.713560681662207,39.0,1.0,1.0,27541.46463017762,0.07362744364941816,28305.510960577005,0.8503618226454062,0.9729727788965273,0.14963817735459384,0.7832865786755928,0.7406255005734813,0.4936602002552595,39332.78217956345,1503.6156699443593,0.03822708081008261,994045.683617211,561787.6001200696,338535.4371055794,0.0,0.0,0.16698534986081925,0.045172028988732814,5747.599975011629,0.17267095433800103,4395.187972214943,0.13204142684890355,0.5,0.5,planned_spender,0.85,0.12829970928485765,0.9122008891104879,0.8960006497523496,0.8544250907027112,5.0,0.8544250907027112,0.14910220693374554,0.6333285416176793,0.8661245926453885,0.8661245926453885,low,0.8,tier_2,0.6,0.0,0.004529343984265138,0.002264671992132569,1201.0584967373843,0.9447865337953067,2.0,0.037793385684348056,0,0.005,2024-11-11
perfect_consumer,1,34,1,,1,,0,,0.9673892472749533,0,,,0.9248172919808375,120886.25195684063,,,0.9579893242375499,,,,,,,0.0,,0.0,,0.0,0.3044762455824681,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.41876162225387614,,0.42795995115970553,,0.3285978309876085,,0.5819788640491078,,0.32813264821211546,,,0.9312896037182943,,,0.9852495941875687,,0.0,,0.0,,0.4864747699363702,,0.6485847973211172,,,,,,,,0,0.017184512752236043,2023-06-01
average_consumer,0,27,0,,0,,0,0.959233559436336,,0,,,0.6675419492788254,53977.41581552765,,,0.7833407835193293,,,,,,,0.0,,0.0,,0.0,0.5799295572262007,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.3074699172241279,,0.4751787242528731,,0.3082899109771756,,0.5783454520216831,,0.46860212910830407,,,,,,0.8057782512295857,,0.0,,0.0,,0.49224619170445283,,0.545562264364772,,,,,,,,1,0.08335793612312556,2023-06-01
average_consumer,1,31,1,54.83591667316795,1,59.58397126668741,postgraduate,0.9,0.6167448732004452,salaried_private,52.9389626038771,3.0,0.4752848471446486,32651.62780620366,0.2021110144984299,0.07951314623162878,0.5669474126290124,1.0,freelance,0.4277057047818076,30.0,1.0,1.0,32805.204697756984,-0.0026022397432316005,20073.18548995085,0.6147494654668239,1.6341985439050213,0.38525053453317615,0.6786516312755674,0.29807116432875874,0.5636270547967939,26777.37496396729,6592.247685129513,0.24617803335713892,823678.5323400567,394222.69119024364,518622.30979499995,1.0,1.0,0.3601570028583758,0.20189026513440533,0.0,0.0,3728.763287103062,0.11419489142600141,0.7130328667566274,0.7130328667566274,luxury_seeker,0.3,0.1640190507907674,0.7635426207927168,0.7925179521593231,0.6074605236215684,5.0,0.6074605236215684,0.13747162839643298,0.7790303936653468,0.7884356563842918,0.7884356563842918,high,0.4,metro,0.9,0.0,0.18947402517140124,0.09473701258570062,1421.9299911560283,1.0,4.0,0.10709992764450307,0,0.016153040706797288,2024-11-12
average_consumer,1,23,1,45.121947573324114,1,52.56019587936308,diploma,0.6,0.45541576633724634,salaried_government,47.79023785052563,4.0,0.48322874172136593,32280.02018945129,0.3257718131560424,0.0871421170164148,0.5556142604916816,1.0,salary,0.6780706640161243,32.0,1.0,1.0,50128.692552695335,0.0986121149585353,29266.8916385353,0.9066284605248958,1.7127537976358316,0.09337153947510424,0.5083370529964683,0.25136529587178974,0.6823184665472812,34237.57503751111,5185.612421120073,0.15145526399503537,1015721.0417831037,285914.28486329346,632162.385328734,0.0,0.0,0.014488466739709802,0.1606396697095284,0.0,0.0,2444.787789132846,0.07573452681435847,0.5,0.5,impulsive_spender,0.4,0.2079039717024444,0.5341668860084482,0.6373385429240912,0.7563716108083879,4.0,0.7563716108083879,0.15891514651826671,0.8708473012023086,0.7562924790278056,0.7562924790278056,low,0.8,tier_3,0.4,0.0,0.16614972848142018,0.08307486424071009,1470.3844926664972,0.944465018367048,2.0,0.07697317552921619,0,0.06524669832952296,2023-09-08
average_consumer,1,21,1,46.69456180604049,1,52.2527821958868,undergraduate,0.8,0.7267494327519267,freelancer,41.37195611106788,4.0,0.1786454201759849,31732.44609955282,0.34041400193373345,0.1303444024622895,0.4786947591213026,1.0,freelance,0.6388273842282266,32.0,1.0,1.0,56640.64160049302,0.028043470181891596,21411.146145169703,0.6747185943184224,2.6452575662655096,0.3252814056815776,0.6092339712007218,0.472162300538403,0.646312089332265,37813.31858106396,11351.329166112377,0.30018600339916507,275252.4877498065,152378.95697385166,159165.05331293057,1.0,1.0,0.3697649755923237,0.3577086815753155,0.0,0.0,3336.5616054995453,0.10514337443945501,0.666912764185964,0.666912764185964,balanced_spender,0.75,0.2276294511704805,0.8371420211224424,0.8112334322052732,0.5693914462815017,3.0,0.5693914462815017,0.4662518745823809,0.0,0.9217532759968228,0.9217532759968228,high,0.4,tier_3,0.4,0.0,0.3376419538776926,0.1688209769388463,1045.7604171546157,0.9191576939041474,3.0,0.11106725952771819,0,0.10818202394113627,2023-02-07
good_consumer,1,40,1,49.82677888301426,1,99.0181271792143,undergraduate,0.8,0.9237324030339821,self_employed,130.94653733621263,2.0,1.0,37667.57015580401,0.1943193609471769,0.04540311725668097,0.8042520102675639,0.0,business,0.026841327369456214,38.0,1.0,1.0,57446.50543682352,-0.021045625374208704,26277.99664277911,0.6976106747372829,2.1860235463977866,0.3023893252627171,0.7485144520363923,0.34997216475547915,0.5924940984402128,21855.639217516993,5956.141375347406,0.2725094794342334,427855.370183284,239079.2694287568,217737.3785397187,1.0,2.0,0.7834197881848146,0.15811965653890578,8374.840945023701,0.2223296745903507,2275.898837454543,0.060419039746956525,0.8330928514044166,0.8330928514044166,balanced_spender,0.75,0.17149823643084955,0.6254357610806498,0.70666216207605,0.9643572878548041,2.0,0.9643572878548041,0.09163475154822481,0.8675942876704382,0.5862574115342181,0.5862574115342181,moderate,0.6,tier_3,0.4,0.0,0.12722327678886022,0.06361163839443011,2028.216851889336,1.0,3.0,0.034052310795382394,0,0.005,2023-12-17
average_consumer,1,39,1,67.31893778466089,1,71.67928366342161,diploma,0.6,0.8157286580423742,salaried_private,54.44637554209366,3.0,0.803871412179342,39761.23326502628,0.21934892241084863,0.03130600950125781,0.6823643791740459,1.0,salary,0.7652748079034128,30.0,0.8893655842922891,0.8893655842922891,61367.962475616616,0.10932731055516492,23244.91098838778,0.5845977220005228,2.6399465482885254,0.41540227799947715,0.6445134852309747,0.3933118979953044,0.7487152105314419,25047.783887449714,5985.826593061091,0.2389667546319561,699738.8410330067,264031.05922276794,378669.64664081036,1.0,3.0,0.8477510765088436,0.1505405029230602,12510.44260118907,0.3146312863717566,4921.2184450631285,0.12376614794903108,0.8325465612036226,0.8325465612036226,impulsive_spender,0.4,0.1731009580864301,0.6596389932702023,0.7265430127275494,0.5419798763981235,2.0,0.5419798763981235,0.0899665238955897,0.6760408482065771,0.9033371481659667,0.9033371481659667,moderate,0.6,rural,0.2,0.0,0.2606862097681714,0.1303431048840857,2906.4552081632164,0.72519856274549,3.0,0.15208153301140123,0,0.005,2023-09-08
perfect_consumer,1,19,1,42.072303104697525,1,72.77807366683179,diploma,0.6,0.9736107652021633,salaried_private,116.28071697920248,1.0,1.0,141092.71844938427,0.188325099607107,-0.0264191548072404,0.9050046051758277,1.0,freelance,0.883527546507259,33.0,1.0,1.0,247561.509011864,0.15775325461618228,93635.11844051964,0.6636377541790435,2.6438676990772763,0.33636224582095653,0.6735849393028467,0.18605800878637682,0.809267045823353,110427.01365731108,41734.29160982631,0.3779321046137754,876951.6961523491,290691.0317268797,340504.0395232694,1.0,1.0,0.23768086612013872,0.2957912802106637,0.0,0.0,7600.242085786342,0.05386662262014762,0.9191133250830522,0.9191133250830522,conservative_spender,0.9,0.13147947839611762,0.9649965151668846,0.9264061177416837,0.7617266708205281,2.0,0.7617266708205281,0.06574096844390209,0.9734825171321008,0.8281871927128477,0.8281871927128477,moderate,0.6,tier_1,0.8,0.0,0.04639844781245956,0.02319922390622978,1059.6705556381678,0.8605848129955697,1.0,0.053120144521889776,0,0.005,2023-07-26
perfect_consumer,1,50,1,56.52334067042241,1,106.76491513844046,high_school,0.5,0.9823135740586841,salaried_private,83.54156748683201,1.0,1.0,55637.54966509271,0.12778890481972197,0.11092834863060175,0.9165855138245735,1.0,salary,0.8811417069149432,34.0,1.0,1.0,36950.920517261635,0.052448973982160293,37949.61542280929,0.6820741311777696,0.9736580054259986,0.3179258688222304,0.7868811141196439,0.06694556017049116,1.0,82557.16653268927,12803.979138107377,0.15509040081501307,1141539.6248137008,393981.2714812797,571382.9928933593,1.0,3.0,0.9485401457068421,0.23012783789618652,17318.939407461035,0.31127589614951506,3141.1494285760436,0.05645634991357048,0.9524571564796914,0.9524571564796914,balanced_spender,0.75,0.14886454684342232,1.0,0.940454181262631,1.0,0.0,1.0,0.4828862200425274,0.0,1.0,1.0,moderate,0.6,tier_3,0.4,0.0,0.15750720601532608,0.07875360300766304,1044.6989746234487,1.0,3.0,0.048528016232251475,0,0.005,2024-07-08
average_consumer,0,30,1,69.46243183960517,0,75.05902336152064,undergraduate,0.8,0.6561151306047739,business_owner,80.07807044872288,4.0,0.9754722267427787,45631.552801087375,0.42196680773678663,-0.00507418922159289,0.6397724253768882,1.0,salary,0.42208130500003777,31.0,1.0,1.0,70236.78910725439,0.05536489459896122,35349.614354271405,0.7746578305263926,1.9868619086323656,0.2253421694736074,0.5268206117594637,0.31888262632878434,0.6608205393564272,55396.8286946537,11306.520579015803,0.2040968183308413,884594.3665605902,286725.3437464949,477874.2379199636,1.0,1.0,0.35527513332102467,0.24777313310305052,13243.907662079442,0.2902293833923719,5270.977918908326,0.11550916166984031,0.8451693927935051,0.8451693927935051,luxury_seeker,0.3,0.1949353202255683,0.6593936896134507,0.7176620856778431,0.9362530690532493,2.0,0.9362530690532493,0.16500852873691957,0.663796978520318,0.5874138558389548,0.5874138558389548,very_low,0.9,metro,0.9,0.0,0.16586057525413136,0.08293028762706568,1002.2275969702122,0.7899402955326688,1.0,0.14005306274075935,0,0.005,2024-01-06
high_risk_consumer,0,31,0,,0,,0,,0.11616766363291632,0,,,0.1659705153584939,24105.228656348503,,,,,,,,,,0.0,,0.0,,0.0,0.34436529129071874,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.42152174959401423,,0.38421336436350517,,0.6789969668053046,,0.659469561617521,,0.6790795544063549,,,,,,0.3821526941498796,,0.0,,0.0,,0.6599590163289366,,0.43154451697700985,,,0.7707890877879789,,,,0.9979512307378734,1,0.37809469477059787,2023-06-01
average_consumer,1,46,1,24.979345489819053,1,55.10310170621187,primary_school,0.3,0.6306767932918376,freelancer,43.03058325347005,4.0,0.3413292693121519,29793.839247319756,0.24990542951962558,0.041855474227078734,0.6437433135198471,0.0,business,0.050112927606457636,31.0,1.0,1.0,48971.411112089416,0.10099336369999394,23147.71183574393,0.7769033973837002,2.1155134445309676,0.22309660261629982,0.6901266844288547,0.25573597918500046,0.7712243902213239,21392.468134183982,4837.547412660574,0.22612263623263598,113511.3356798708,57447.78381518508,47698.80494382663,1.0,1.0,0.39014779060067983,0.16236192357022847,9173.45861145443,0.30788750143297533,3108.360427066312,0.10432546392563367,0.3883908282061581,0.3883908282061581,value_hunter,0.7,0.20543499004747828,0.7055356998836708,0.7411474239112112,0.3999963683091644,2.0,0.3999963683091644,0.12324163331253311,0.8964168040940874,0.767811108578156,0.767811108578156,moderate,0.6,metro,0.9,0.0,0.24160961936140457,0.12080480968070229,1320.987071502676,0.831897316305516,4.0,0.160186692143672,0,0.10353191811209995,2023-10-22
average_consumer,1,23,1,33.187256786790314,1,62.112439936014084,diploma,0.6,0.6445082717029279,salaried_private,38.440231724817245,2.0,0.6057759676316223,34966.644603540684,0.19476048155816075,0.14385741138554722,0.6592740702304511,0.0,business,0.08678054595424457,25.0,0.9620280619449753,0.9620280619449753,63004.49885697176,0.10134943869176523,17239.547425203833,0.49301425991552844,3.6544372578834667,0.5,0.6076701171831994,0.42975362995082217,0.7852774493822989,50411.23079988,3316.31546606715,0.06578394594819327,1091304.374826253,375884.7663916936,735893.9353880452,1.0,3.0,1.0,0.09483954391744627,0.0,0.0,4737.338931627828,0.13547778197071197,0.40290084633077927,0.40290084633077927,balanced_spender,0.75,0.20740721174939122,0.6231858542998624,0.690948627880161,0.6533004039084228,3.0,0.6533004039084228,0.1813208257798436,0.7409182551324733,0.6553795186301606,0.6553795186301606,high,0.4,tier_2,0.6,0.0,0.0614211851752648,0.0307105925876324,983.1237075092351,1.0,2.0,0.046921317448116256,0,0.005,2024-04-17
perfect_consumer,1,32,1,,0,,0,,0.9906859891696049,0,,,0.9691452887335463,193326.0770593359,,,0.9359915552679563,,,,,,,0.0,,0.0,,0.0,0.6677258032045637,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.4009685398846691,,0.37142281301263597,,0.588743861210484,,0.3243942246468543,,0.4926525045003758,,,0.8845742920331388,,,0.9999949842151146,,0.0,,0.0,,0.4457748005192719,,0.38115245415275634,,,,,,,,0,0.016765660251932744,2023-06-01
perfect_consumer,1,31,1,51.201484181159664,1,65.60387858334005,undergraduate,0.8,0.8285339736440827,self_employed,53.73265552273105,1.0,0.7660782798877533,74734.81017431976,0.1590214443161851,0.18547403923001868,0.8162921679908849,1.0,business,0.8687642909996789,40.0,1.0,1.0,67656.86321321658,0.03365808897560327,49793.97432108668,0.6662666023816861,1.358708667604753,0.3337333976183139,0.49091110404982147,0.5719925024844887,0.26736160741146986,51185.676820891866,23344.83529807444,0.4560724928434157,3324671.1529495637,1231215.0239654137,1448017.900488211,0.0,0.0,0.0,0.31236478528329437,0.0,0.0,5503.205520056307,0.07363545678062755,0.5,0.5,planned_spender,0.85,0.09985392261490092,0.9742419277688033,0.9446035876153216,1.0,2.0,1.0,0.054518967393899845,0.8638465694165065,0.977293633858414,0.977293633858414,high,0.4,tier_2,0.6,0.0,0.0708236540783754,0.0354118270391877,1218.774688662308,1.0,3.0,0.04662993051740501,0,0.005,2024-02-11
average_consumer,1,48,1,28.843883728335147,1,58.65198582165222,undergraduate,0.8,0.3753257710871378,salaried_government,76.88106533003389,2.0,0.7686819537033887,48308.47760502796,0.6320318752677219,0.07095892124360637,0.6043242168731001,0.0,freelance,0.019821732772082015,28.0,0.9025117405172504,0.9025117405172504,26973.37615475894,-0.04464450221939215,29451.96890328617,0.6096519847323058,0.9158117894101135,0.39034801526769425,0.5298289073324834,0.29193729120531314,0.6152912795662501,56046.91589474753,13236.910473786545,0.23617132345552616,1188057.107274233,246441.2206267226,506489.0446095537,0.0,0.0,0.0,0.2740023517126352,0.0,0.0,5006.4626541316065,0.10363313582199744,0.5,0.5,conservative_spender,0.9,0.3073340549124798,0.5946839783795848,0.633876765062759,0.5888146408401741,3.0,0.5888146408401741,0.10200300156212048,0.7559791862366667,0.7114479488902833,0.7114479488902833,moderate,0.6,metro,0.9,1.0,0.1471561140665914,0.5735780570332957,1150.8311170499003,0.7781471563173807,4.0,0.1661639201894924,0,0.08793463582578956,2023-02-11
average_consumer,1,28,1,,0,,0,0.9888104704215861,,0,,,0.5614372963234764,41267.383287634395,,,0.8205756015193766,,,,,,,0.0,,0.0,,0.0,0.6055139905312465,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.45982840028599153,,0.44270948560340556,,0.3258294157762514,,0.6571588438526134,,0.6577613877403851,,,,,,0.7863099991026785,,0.0,,0.0,,0.37011034435914414,,0.39739248193526466,,,,,,,,0,0.07011681718871075,2023-06-01
struggling_consumer,1,48,1,27.789412106748248,1,49.20279653478734,diploma,0.6,0.40736776486216436,salaried_government,34.647810663241685,3.0,0.28141377488374975,34966.95022785899,0.2609707053269377,0.0873707519055073,0.4957133954047852,1.0,freelance,0.6930175281436508,24.0,0.7251188328976423,0.7251188328976423,38326.81169813911,-5.68239707520804e-05,34674.755158900865,0.9916153201132007,1.1052913346084998,0.008384679886799251,0.5448066281591168,0.40810621275685566,0.5477560369136815,44403.061681022155,6511.270529065489,0.1466368229068635,95683.476921832,47404.31335650854,55976.528181883,0.0,0.0,0.01693225948610614,0.18620681185590213,6826.690358622458,0.1952270669037852,4602.188175521163,0.1316116085024222,0.5,0.5,planned_spender,0.85,0.23098750934011636,0.4744254908145122,0.5922602907526608,0.5203505455726484,3.0,0.5203505455726484,0.4779925255959857,0.1886669603502939,0.6826077172934932,0.6826077172934932,very_low,0.9,metro,0.9,0.0,0.5337829701730693,0.26689148508653465,1653.7365557325647,0.8301732447810143,3.0,0.19917003802344013,1,0.2939616247177759,2023-09-23
perfect_consumer,1,36,1,71.62845354737881,1,88.04391598169356,diploma,0.6,0.9821520741479904,salaried_government,59.18819669200099,0.0,0.8555064686257363,117170.06844058567,0.09000938199306119,-0.010476660019754572,0.938424368920011,0.0,investments,0.0,41.0,1.0,1.0,167509.35111626875,0.013753426206286362,72142.57928318779,0.6157030079466193,2.32188855585801,0.38429699205338075,0.5796271484007656,0.060035105519813135,0.8071297153289001,122533.78061696679,31746.71563832568,0.25908330254055123,3277498.1854241705,1198878.3258763768,1217853.3529691931,1.0,3.0,0.9950053778654186,0.2709432973586273,40103.20686914862,0.34226202255281035,11235.607446108348,0.09589062893802684,0.9793188207167238,0.9793188207167238,planned_spender,0.85,0.05214140042020034,0.7848611409038296,0.8500601243742176,1.0,1.0,1.0,0.15197724293069972,0.5888151435754214,1.0,1.0,very_low,0.9,metro,0.9,0.0,0.11070493855618253,0.05535246927809127,978.1672818072112,0.9627544237855711,1.0,0.032152045578584136,0,0.005,2024-07-13
struggling_consumer,1,37,1,30.40877144013779,1,34.47405216071977,diploma,0.6,0.2875837807113729,salaried_government,52.914678209476236,5.0,0.3091007502021689,16983.56199174432,0.34657359045656255,0.11183286613208265,0.46907473993351856,1.0,other,0.5043319145346639,24.0,0.6869012611514413,0.6869012611514413,16607.34318328774,0.0686655461226132,11771.328265766275,0.6930604552232764,1.4107101678078078,0.3069395447767236,0.650723861685945,0.31651287734247,0.5550499251066101,13936.607490946253,2719.7220295510942,0.1951355016503228,376715.54838459555,139662.2279183944,155832.10023459507,1.0,3.0,0.789868455100591,0.16012906490453324,0.0,0.0,1870.682902903661,0.11014019106368143,0.5604115991955216,0.5604115991955216,impulsive_spender,0.4,0.39637091088625565,0.8603693097467882,0.7576732214935706,0.36313631016383474,3.0,0.36313631016383474,0.2150238967780646,0.6640285841451582,0.48008821984737376,0.48008821984737376,very_low,0.9,rural,0.2,0.0,0.3310157899221384,0.1655078949610692,920.1418561997904,1.0,3.0,0.1374548582401477,0,0.19779992192829549,2023-08-14
struggling_consumer,1,31,1,44.787201686382396,1,67.70264415068522,postgraduate,0.9,0.5744890096499212,salaried_private,37.39416572623091,5.0,0.3015009221920926,19412.239054224225,0.5081196863200571,0.09053997999820772,0.21009523071784952,1.0,investments,0.5303952262137817,25.0,0.7365580993786234,0.7365580993786234,19683.004427881213,0.09201896339840199,14329.177210746926,0.7381136744220418,1.3735353121188152,0.2618863255779582,0.573005984391895,0.4022463565206039,0.4100497280163652,18675.73485883816,5255.387488834331,0.281386844571892,193045.35360799867,107762.68308509701,82469.47075504181,0.0,0.0,0.0,0.27071152187201775,0.0,0.0,2601.0620851842814,0.13398393116775137,0.5,0.5,balanced_spender,0.75,0.2900198140852927,0.35658645694890645,0.4979439485352268,0.5091978066992664,4.0,0.5091978066992664,0.3054819024155535,0.35469906676169083,0.6005272711168423,0.6005272711168423,very_low,0.9,metro,0.9,0.0,0.38968170000331415,0.19484085000165707,1491.348690226164,0.5562335446955451,5.0,0.27805332470462724,0,0.2235869519244976,2024-03-27
average_consumer,1,29,1,,0,,0,0.9471639538092852,,0,,,0.6380921550916367,61328.086358558474,,,0.7468736699930291,,,,,,,0.0,,0.0,,0.0,0.4307686919280565,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.3765116068423361,,0.5711443417310957,,0.39533886083482006,,0.3277185287831284,,0.5651041538915782,,,,,,0.8325681830146991,,0.0,,0.0,,0.5590282447967193,,0.6298223513490837,,,,,,,,0,0.06838023393928563,2023-06-01
high_risk_consumer,1,28,0,,0,,0,,0.20558458086364953,0,,,0.2518660461677403,34300.30317221821,,,,,,,,,,0.0,,0.0,,0.0,0.4092945060328333,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.6235066523159016,,0.3444278308675087,,0.523360275570587,,0.6431501336849718,,0.5610361891493538,,,,,,0.3565845349728932,,0.0,,0.0,,0.4165352686853492,,0.32790910024117326,,,0.7424103413531924,,,,0.7092965974752039,1,0.45082153910203643,2023-06-01
perfect_consumer,0,34,1,,0,,0,,0.9723502779338183,0,,,0.940726816005721,197204.4144801002,,,0.9349171098031359,,,,,,,0.0,,0.0,,0.0,0.5120690079346644,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.5389549965798831,,0.5493112838041552,,0.47798097449766175,,0.6209064768307248,,0.36517269169084005,,,0.9253284501245299,,,0.9554940756241345,,0.0,,0.0,,0.698696188347666,,0.3539665154454532,,,,,,,,0,0.014579944281011031,2023-06-01
perfect_consumer,1,39,1,58.74495042663847,1,90.43910923710956,diploma,0.6,0.7277955822681191,salaried_government,92.78569067510912,3.0,1.0,95054.41353100936,0.14647449157598258,0.07652565926222654,0.9844899973170738,0.0,salary,0.09878615824065093,38.0,1.0,1.0,182892.98011364017,0.10054488660371898,44408.67036082169,0.46718717757547307,4.118314291181696,0.5,0.6016244984146208,0.262183071654451,0.7570163072077758,121095.59668869084,14825.205045316501,0.12242462175405645,2435498.3480919795,717637.6575995943,1495392.2578497047,0.0,0.0,0.0,0.15596381620579836,0.0,0.0,11430.082058594624,0.12024651341783767,0.5,0.5,conservative_spender,0.9,0.22665510931659627,1.0,0.9093379562733614,1.0,2.0,1.0,0.3427366342208022,0.2824192873424518,1.0,1.0,moderate,0.6,tier_1,0.8,0.0,0.062071171135077825,0.031035585567538913,1542.7164666472631,0.7765459190869033,0.0,0.080112859893157,0,0.005,2023-04-29
perfect_consumer,1,47,1,75.25926066312101,1,79.50794584366093,undergraduate,0.8,0.8042401357995852,student,53.86098062012067,1.0,0.8919842882004028,131290.10091300774,0.06061542020748607,0.12356499022462748,0.8663564836506903,1.0,salary,0.9349668730841658,42.0,1.0,1.0,183222.09577971528,0.07910362055608276,93030.50842504286,0.7085819813993639,1.969462807617922,0.2914180186006361,0.41159034778620385,0.19264263776098434,0.8798001798625569,167786.9264922385,21193.57179077698,0.1263116615947772,5463289.261863353,1459141.3624724108,1755135.4170353587,1.0,1.0,0.35127961519672807,0.16142428270762724,35444.35265428742,0.2699676703737332,17298.921956816663,0.13176004951225725,0.7789846715290274,0.7789846715290274,balanced_spender,0.75,0.07131464155075026,1.0,0.9714741433796998,1.0,0.0,1.0,0.22650808519762464,0.6832460855796827,0.8429162679194508,0.8429162679194508,moderate,0.6,rural,0.2,0.0,0.12186313839459001,0.060931569197295005,1714.4792207356804,0.8852421224210612,3.0,0.08547308269263845,0,0.005,2024-04-15
average_consumer,1,21,1,27.479897907604887,1,49.898150535553995,high_school,0.5,0.6447125710116295,salaried_private,56.122355058638576,3.0,0.4974753502974468,48525.90686751231,0.2599002736281352,0.04897458877231424,0.7174435455793495,1.0,business,0.7115677364130212,30.0,1.0,1.0,43614.444391119585,0.17884293704474175,24834.292355707585,0.5117633485997763,1.7561478144265221,0.48823665140022365,0.7611369406671297,0.4879700094341379,0.5794548214083386,32935.50977895131,8948.59560279999,0.27169228503132886,481276.04805799806,224124.08991059056,153124.7426020641,1.0,1.0,0.009117746597028631,0.18440482158138283,13941.447902441765,0.28729314935535805,5774.724192753562,0.1190004590344004,0.608667373429122,0.608667373429122,planned_spender,0.85,0.6891497418120951,0.5990275102148949,0.48375660940409887,0.6006022303734685,5.0,0.6006022303734685,0.3636336819211103,0.20661857091216534,0.7356265592567501,0.7356265592567501,high,0.4,tier_1,0.8,0.0,0.09987367913630266,0.04993683956815133,1117.820634504257,0.9270830748284852,4.0,0.0929443245225759,0,0.023851078901246044,2023-04-20
perfect_consumer,1,30,1,,0,,0,,0.9694795498848634,0,,,0.9696007810973377,110532.95214328755,,,0.9203489737413737,,,,,,,0.0,,0.0,,0.0,0.6261825216942389,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.49953622199540404,,0.5085158792417117,,0.6789629072128975,,0.6039758084550373,,0.45384572233807935,,,0.8802381372084771,,,0.9696473540184088,,0.0,,0.0,,0.3389892836160604,,0.39104061249149025,,,,,,,,0,0.0096345906281402,2023-06-01
average_consumer,1,27,0,,1,,0,0.8238649179425757,,0,,,0.6810915476528632,66339.14489938284,,,0.7074220811557087,,,,,,,0.0,,0.0,,0.0,0.6543208075286451,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.6979832481154202,,0.595978392823856,,0.40090044099742406,,0.4365115584125842,,0.6300761866805229,,,,,,0.7541442449034452,,0.0,,0.0,,0.34304542458988435,,0.5290940799962061,,,,,,,,0,0.0608971930088118,2023-06-01
perfect_consumer,1,32,1,44.69716051796725,1,57.70818055774089,diploma,0.6,0.9310104069060693,salaried_private,105.91917777583251,2.0,1.0,91824.30362906189,0.08507133722800621,0.05113539639064009,0.9825916924954681,1.0,salary,0.965254482246912,37.0,1.0,1.0,60207.35792667312,0.05888384221767573,57356.5834669143,0.6246272127627515,1.0496843536199996,0.37537278723724854,0.5086307015625822,0.31535167806251335,0.679942467860048,61188.29312428841,9193.051397302455,0.15023954237597453,956556.5249580385,456048.7742597092,622644.1417790424,1.0,3.0,1.0,0.10011457663607372,0.0,0.0,8592.903410820658,0.09357881837813037,0.8250812872735692,0.8250812872735692,conservative_spender,0.9,0.1250488448268544,0.943648229392856,0.9161693997049718,0.7742449710210244,2.0,0.7742449710210244,0.14071031121668465,0.7048030972812052,1.0,1.0,very_high,0.2,rural,0.2,0.0,0.028197035690359796,0.014098517845179898,1702.8478004866038,0.8764835034282158,2.0,0.06511379509590334,0,0.005,2024-07-19
